timestamp,epoch,train_loss,val_loss,lr,best_val_loss_so_far,best_epoch,is_best,seconds_epoch
2026-06-17T14:26:32,39,32.581963517930774,33.491064086914065,3e-05,33.491064086914065,39,1,5688.446249246597
2026-06-17T14:35:14,40,32.530400611029734,33.341536089477536,3e-05,33.341536089477536,40,1,521.6893353462219
2026-06-17T14:43:53,41,32.49570462036133,33.3299237890625,3e-05,33.3299237890625,41,1,518.8979012966156
2026-06-17T14:52:32,42,32.456965808105465,33.331667070922855,3e-05,33.3299237890625,41,0,519.5910651683807
2026-06-17T15:01:25,43,32.426885673353404,33.2897787097168,3e-05,33.2897787097168,43,1,532.3598346710205
2026-06-17T15:10:23,44,32.39128383076986,33.348255186157225,3e-05,33.2897787097168,43,0,538.0081784725189
2026-06-17T15:19:20,45,32.36223913709853,33.24826755432129,3e-05,33.24826755432129,45,1,537.5445137023926
2026-06-17T15:28:19,46,32.330956847805446,33.24131906982422,3e-05,33.24131906982422,46,1,538.6842896938324
2026-06-17T15:37:20,47,32.29990127088759,33.31812585754395,3e-05,33.24131906982422,46,0,540.6588723659515
2026-06-17T15:46:15,48,32.27293120252821,33.17333624267578,3e-05,33.17333624267578,48,1,534.7203299999237
2026-06-17T15:55:10,49,32.247804026285806,33.22445395751953,3e-05,33.17333624267578,48,0,535.3094441890717
2026-06-17T16:04:09,50,32.218091281806096,33.134633037109374,3e-05,33.134633037109374,50,1,538.2018113136292
2026-06-17T16:13:05,51,32.19178244222005,33.139824692993166,3e-05,33.134633037109374,50,0,536.2777171134949
2026-06-17T16:22:01,52,32.161547536892364,32.930027370605465,3e-05,32.930027370605465,52,1,536.039847612381
2026-06-17T16:30:57,53,32.133640700954864,33.0453243774414,3e-05,32.930027370605465,52,0,535.7916452884674
2026-06-17T16:39:53,54,32.111090771823456,32.99135115234375,3e-05,32.930027370605465,52,0,536.0910065174103
2026-06-17T16:48:48,55,32.082486125352645,33.01163386413574,3e-05,32.930027370605465,52,0,534.8519213199615
2026-06-17T16:57:43,56,32.054920332505965,33.11850716796875,3e-05,32.930027370605465,52,0,534.7086486816406
2026-06-17T17:06:39,57,32.037479052734376,33.01309369140625,3e-05,32.930027370605465,52,0,536.9114148616791
2026-06-17T17:15:36,58,32.010613335164386,33.02513553710938,3e-05,32.930027370605465,52,0,536.7404253482819
2026-06-17T17:24:33,59,31.986082410007054,33.07743263916016,1.5e-05,32.930027370605465,52,0,536.5648398399353
2026-06-17T17:33:30,60,31.874038476223415,32.7068611541748,1.5e-05,32.7068611541748,60,1,536.7079229354858
